Input,Unit Number,Unit Type,Lesse,Status,City,Depot,Manuf. Year/Month,Manufacturer
segu9123643,SEGU9123643,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
segu9123664,SEGU9123664,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
seku9168088,SEKU9168088,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9123751,SEGU9123751,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
cxru1305756,CXRU1305756,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-TAO - Qingdao,Qingdao Ocean & Great Asia Logistic - 1405,2013/07,Cronos Migration - CMQR
segu9269915,SEGU9269915,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
crtu4804964,CRTU4804964,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
segu9582663,SEGU9582663,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
crtu4804990,CRTU4804990,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
crtu4805019,CRTU4805019,RT4Y - Rolltrailer 40' 60 - 80 Ton,"SEVEN SEALS Co., Ltd.",Off Hire,NEA-JP-YOK - Yokohama,Utoc Corporation - 2068,2005/02,Cronos Migration - NOVA
segu9501717,SEGU9501717,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Lantia Maritima S.L.,On Hire,MED-ES-VLC - Valencia,Trans-Base Soler S.L. - 2529,2017/07,China International Marine - CIMC TAICANG
crtu4805030,CRTU4805030,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
seku9088486,SEKU9088486,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Shanghai Jinjiang Shipping (Group),On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
crtu4805050,CRTU4805050,RT4Y - Rolltrailer 40' 60 - 80 Ton,Nippon Yusen Kabushiki Kaisha,On Hire,NWE-BE-ZEE - Zeebrugge,Elfcon Container Service Nv - 2154,2005/02,Cronos Migration - NOVA
seku9088505,SEKU9088505,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),J M BAXI PORTS & LOGISTICS PRIVATE,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
cxru1305885,CXRU1305885,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
crtu4805071,CRTU4805071,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
seku9088526,SEKU9088526,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),J M BAXI PORTS & LOGISTICS PRIVATE,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
cxru1305904,CXRU1305904,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
crtu4805092,CRTU4805092,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
cxru1305925,CXRU1305925,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
crtu4805111,CRTU4805111,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
segu9424164,SEGU9424164,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E","COSCO Shipping Lines Co., Ltd.",Off Hire,NWE-NL-RTM - Rotterdam,Kramer Distripark Depot (KDD) - 1929,2016/11,China International Marine - CQR
cxru1305946,CXRU1305946,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
crtu4805132,CRTU4805132,RT4Y - Rolltrailer 40' 60 - 80 Ton,Samskip Multimodal BV,On Hire,Not Found,-,2005/02,Cronos Migration - NOVA
seku9168299,SEKU9168299,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9424185,SEGU9424185,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E","COSCO Shipping Lines Co., Ltd.",On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9822,2016/11,China International Marine - CQR
segu9270080,SEGU9270080,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1305967,CXRU1305967,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,Off Hire,NWE-NL-RTM - Rotterdam,Kramer Distripark Depot (KDD) - 1929,2013/07,Cronos Migration - CMQR
crtu4805153,CRTU4805153,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
seku9168318,SEKU9168318,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9270120,SEGU9270120,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1305988,CXRU1305988,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-TAO - Qingdao,Qingdao Ocean & Great Asia Logistic - 1405,2013/07,Cronos Migration - CMQR
crtu4805174,CRTU4805174,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
seku9168339,SEKU9168339,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9124022,SEGU9124022,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
segu9270161,SEGU9270161,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
seku9246046,SEKU9246046,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),CMA CGM,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2021/12,Dong Fang International Container - QIDONG (DFIC)
cxru1306006,CXRU1306006,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
crtu4805209,CRTU4805209,RT4Y - Rolltrailer 40' 60 - 80 Ton,Samskip Multimodal BV,On Hire,Not Found,-,2005/02,Cronos Migration - NOVA
seku9168350,SEKU9168350,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9124043,SEGU9124043,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
cxru1306027,CXRU1306027,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Borchard Lines Limited,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
seku9168370,SEKU9168370,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1220509,CXRU1220509,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,NEA-KR-PUS - Busan,"Seyang Logistics, CO,. LTD - 2724",2012/12,Cronos Migration - CMQR
seku9168391,SEKU9168391,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168410,SEKU9168410,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crxu8641518,CRXU8641518,T11A24 - Tk Un T11 24 Cbm 6 Bar,Newport Europe B.V.,On Hire,Not Found,-,2007/05,Cronos Migration - NSSC
cxru1306114,CXRU1306114,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
segu9270290,SEGU9270290,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
segu9270346,SEGU9270346,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
seku9088850,SEKU9088850,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),J M BAXI PORTS & LOGISTICS PRIVATE,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
segu9583021,SEGU9583021,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9583042,SEGU9583042,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9583063,SEGU9583063,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9583084,SEGU9583084,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9583103,SEGU9583103,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
seku9088974,SEKU9088974,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),SEACOR Island Lines LLC,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2021/05,China International Marine - CQR
segu9270475,SEGU9270475,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/06,China International Marine - CIMC TAICANG
segu9583124,SEGU9583124,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,MCH-CN-SHA - Shanghai,"Sanlly Container Services Co., Ltd. - 1623",2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9583145,SEGU9583145,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,NCH-CN-DLC - Dalian,Dalian Sinotrans Logistics Co Ltd - 1117,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9424565,SEGU9424565,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E","COSCO Shipping Lines Co., Ltd.",On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9822,2016/11,China International Marine - CQR
segu9835890,SEGU9835890,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
segu9583166,SEGU9583166,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9835910,SEGU9835910,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
cxru1306393,CXRU1306393,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Great White Fleet Corp.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
seku9168637,SEKU9168637,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crtu4805620,CRTU4805620,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
segu9835930,SEGU9835930,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
cxru1306412,CXRU1306412,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
seku9246431,SEKU9246431,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),CMA CGM,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2021/12,Dong Fang International Container - QIDONG (DFIC)
segu9835951,SEGU9835951,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
cxru1306433,CXRU1306433,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Great White Fleet Corp.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
cxru1306454,CXRU1306454,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
seku9168679,SEKU9168679,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168690,SEKU9168690,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168719,SEKU9168719,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168730,SEKU9168730,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168750,SEKU9168750,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168771,SEKU9168771,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168792,SEKU9168792,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168811,SEKU9168811,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168832,SEKU9168832,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9168853,SEKU9168853,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9836182,SEGU9836182,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
seku9168874,SEKU9168874,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9836201,SEGU9836201,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
cxru1221280,CXRU1221280,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Hapag-Lloyd AG,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2012/12,Cronos Migration - SRC
cxru1221300,CXRU1221300,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Hapag-Lloyd AG,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2012/12,Cronos Migration - SRC
segu9425047,SEGU9425047,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E","COSCO Shipping Lines Co., Ltd.",On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9822,2016/11,China International Marine - CQR
seku9169037,SEKU9169037,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crtu4806015,CRTU4806015,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
segu9425068,SEGU9425068,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E","COSCO Shipping Lines Co., Ltd.",On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9822,2016/11,China International Marine - CQR
crtu4806036,CRTU4806036,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NOVA
seku9169124,SEKU9169124,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9169145,SEKU9169145,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,"TOTE Maritime Alaska, LLC",On Hire,NAW-US-SEA - Seattle,Internal Use - Seattle - 2508,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9169166,SEKU9169166,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,"TOTE Maritime Alaska, LLC",On Hire,NAW-US-SEA - Seattle,Internal Use - Seattle - 2508,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9169187,SEKU9169187,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,"TOTE Maritime Alaska, LLC",On Hire,NAW-US-SEA - Seattle,Internal Use - Seattle - 2508,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9836500,SEGU9836500,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
seku9169206,SEKU9169206,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,"TOTE Maritime Alaska, LLC",On Hire,NAW-US-SEA - Seattle,Internal Use - Seattle - 2508,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9836520,SEGU9836520,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
seku9169227,SEKU9169227,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,"TOTE Maritime Alaska, LLC",On Hire,NAW-US-SEA - Seattle,Internal Use - Seattle - 2508,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9836541,SEGU9836541,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
seku9169248,SEKU9169248,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Network Shipping Ltd,On Hire,SAM-CL-QQQ - Chile Pier,Chile Pier Depot - 9019,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9836562,SEGU9836562,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
seku9169269,SEKU9169269,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Network Shipping Ltd,On Hire,SAM-CL-QQQ - Chile Pier,Chile Pier Depot - 9019,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9169280,SEKU9169280,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Network Shipping Ltd,On Hire,SAM-CL-QQQ - Chile Pier,Chile Pier Depot - 9019,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9169309,SEKU9169309,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Network Shipping Ltd,On Hire,SAM-CL-QQQ - Chile Pier,Chile Pier Depot - 9019,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
